asset,datetime_et,open,high,low,close,volume,is_or 
M6B,2026-03-17 03:05:00,1.3302,1.3302,1.3302,1.3302,4,0
M6B,2026-03-17 03:06:00,1.3302,1.3302,1.3302,1.3302,0,0
M6B,2026-03-17 03:07:00,1.3303,1.3303,1.3303,1.3303,2,0
M6B,2026-03-17 03:08:00,1.3303,1.3303,1.3303,1.3303,0,0
M6B,2026-03-17 03:09:00,1.3303,1.3303,1.3303,1.3303,0,0
M6B,2026-03-17 03:10:00,1.3303,1.3303,1.3303,1.3303,0,0
M6B,2026-03-17 03:11:00,1.3303,1.3303,1.3303,1.3303,0,0
M6B,2026-03-17 03:12:00,1.3303,1.3303,1.3303,1.3303,0,0
M6B,2026-03-17 03:13:00,1.3303,1.3303,1.3303,1.3303,0,0
M6B,2026-03-17 03:14:00,1.3303,1.3303,1.3303,1.3303,0,0
M6B,2026-03-18 02:55:00,1.3354,1.3354,1.3353,1.3353,0,0
M6B,2026-03-18 02:56:00,1.3354,1.3354,1.3353,1.3353,0,0
M6B,2026-03-18 02:57:00,1.3352,1.3352,1.3352,1.3352,2,0
M6B,2026-03-18 02:58:00,1.3351,1.3351,1.3351,1.3351,2,0
M6B,2026-03-18 02:59:00,1.3354,1.3354,1.3354,1.3354,4,0
M6B,2026-03-18 03:00:00,1.3353,1.3353,1.3353,1.3353,1,1
M6B,2026-03-18 03:01:00,1.3353,1.3353,1.3353,1.3353,0,1
M6B,2026-03-18 03:02:00,1.3354,1.3354,1.3354,1.3354,1,1
M6B,2026-03-18 03:03:00,1.3354,1.3354,1.3354,1.3354,0,1
M6B,2026-03-18 03:04:00,1.3354,1.3354,1.3354,1.3354,0,1
M6B,2026-03-18 03:05:00,1.3357,1.3357,1.3357,1.3357,1,0
M6B,2026-03-18 03:06:00,1.3357,1.3357,1.3357,1.3357,1,0
M6B,2026-03-18 03:07:00,1.3357,1.3357,1.3357,1.3357,0,0
M6B,2026-03-18 03:08:00,1.3357,1.3357,1.3357,1.3357,0,0
M6B,2026-03-18 03:09:00,1.3356,1.3356,1.3356,1.3356,2,0
M6B,2026-03-18 03:10:00,1.3357,1.3359,1.3357,1.3359,4,0
M6B,2026-03-18 03:11:00,1.3357,1.3359,1.3357,1.3359,0,0
M6B,2026-03-18 03:12:00,1.3357,1.3359,1.3357,1.3359,0,0
M6B,2026-03-18 03:13:00,1.3358,1.3358,1.3358,1.3358,1,0
M6B,2026-03-18 03:14:00,1.3358,1.3358,1.3358,1.3358,0,0
M6B,2026-03-19 02:55:00,1.3262,1.3262,1.3262,1.3262,0,0
M6B,2026-03-19 02:56:00,1.3262,1.3262,1.3262,1.3262,0,0
M6B,2026-03-19 02:57:00,1.3262,1.3262,1.3262,1.3262,0,0
M6B,2026-03-19 02:58:00,1.3262,1.3262,1.3262,1.3262,0,0
M6B,2026-03-19 02:59:00,1.3263,1.3263,1.3263,1.3263,1,0
M6B,2026-03-19 03:00:00,1.3263,1.3263,1.3262,1.3262,4,1
M6B,2026-03-19 03:01:00,1.3263,1.3263,1.3262,1.3262,0,1
M6B,2026-03-19 03:02:00,1.3259,1.3259,1.3257,1.3257,5,1
M6B,2026-03-19 03:03:00,1.3259,1.3259,1.3257,1.3257,0,1
M6B,2026-03-19 03:04:00,1.3255,1.3255,1.3255,1.3255,1,1
M6B,2026-03-19 03:05:00,1.3254,1.3255,1.3254,1.3255,3,0
M6B,2026-03-19 03:06:00,1.3255,1.3255,1.3251,1.3251,7,0
M6B,2026-03-19 03:07:00,1.3252,1.3252,1.3252,1.3252,3,0
M6B,2026-03-19 03:08:00,1.3252,1.3252,1.3252,1.3252,0,0
M6B,2026-03-19 03:09:00,1.3252,1.3252,1.3252,1.3252,0,0
M6B,2026-03-19 03:10:00,1.3252,1.3252,1.3252,1.3252,0,0
M6B,2026-03-19 03:11:00,1.3252,1.3252,1.3252,1.3252,0,0
M6B,2026-03-19 03:12:00,1.3254,1.3254,1.3254,1.3254,1,0
M6B,2026-03-19 03:13:00,1.3254,1.3254,1.3254,1.3254,0,0
M6B,2026-03-19 03:14:00,1.3256,1.3257,1.3256,1.3257,5,0
M6B,2026-03-20 02:55:00,1.3424,1.3424,1.3424,1.3424,0,0
M6B,2026-03-20 02:56:00,1.3424,1.3424,1.3424,1.3424,0,0
M6B,2026-03-20 02:57:00,1.3424,1.3425,1.3424,1.3425,3,0
M6B,2026-03-20 02:58:00,1.3424,1.3425,1.3424,1.3425,0,0
M6B,2026-03-20 02:59:00,1.3423,1.3424,1.3423,1.3424,4,0
M6B,2026-03-20 03:00:00,1.3428,1.3429,1.3428,1.3429,3,1
M6B,2026-03-20 03:01:00,1.3427,1.3427,1.3424,1.3424,2,1
M6B,2026-03-20 03:02:00,1.3425,1.343,1.3425,1.343,11,1
M6B,2026-03-20 03:03:00,1.3429,1.343,1.3429,1.343,11,1
M6B,2026-03-20 03:04:00,1.343,1.3431,1.343,1.343,12,1
M6B,2026-03-20 03:05:00,1.343,1.3431,1.343,1.343,0,0
M6B,2026-03-20 03:06:00,1.3429,1.3429,1.3429,1.3429,2,0
M6B,2026-03-20 03:07:00,1.3429,1.3429,1.3429,1.3429,0,0
M6B,2026-03-20 03:08:00,1.3429,1.3429,1.3429,1.3429,0,0
M6B,2026-03-20 03:09:00,1.3429,1.3429,1.3429,1.3429,0,0
M6B,2026-03-20 03:10:00,1.3429,1.3429,1.3429,1.3429,0,0
M6B,2026-03-20 03:11:00,1.3427,1.3427,1.3427,1.3427,2,0
M6B,2026-03-20 03:12:00,1.343,1.343,1.343,1.343,2,0
M6B,2026-03-20 03:13:00,1.343,1.343,1.343,1.343,0,0
M6B,2026-03-20 03:14:00,1.3432,1.3432,1.3432,1.3432,2,0
M6B,2026-03-23 02:55:00,1.3285,1.3286,1.3285,1.3286,6,0
M6B,2026-03-23 02:56:00,1.3285,1.3287,1.3285,1.3287,4,0
M6B,2026-03-23 02:57:00,1.3288,1.3288,1.3287,1.3287,7,0
M6B,2026-03-23 02:58:00,1.3283,1.3284,1.3283,1.3283,10,0
M6B,2026-03-23 02:59:00,1.3283,1.3284,1.3283,1.3283,0,0
M6B,2026-03-23 03:00:00,1.3287,1.3288,1.3287,1.3288,3,1
M6B,2026-03-23 03:01:00,1.3289,1.3289,1.3289,1.3289,2,1
M6B,2026-03-23 03:02:00,1.3288,1.3288,1.3287,1.3287,3,1
M6B,2026-03-23 03:03:00,1.3289,1.3292,1.3289,1.3292,3,1
M6B,2026-03-23 03:04:00,1.329,1.3293,1.329,1.3293,4,1
M6B,2026-03-23 03:05:00,1.329,1.3293,1.329,1.3293,0,0
M6B,2026-03-23 03:06:00,1.33,1.33,1.33,1.33,1,0
M6B,2026-03-23 03:07:00,1.33,1.33,1.33,1.33,0,0
M6B,2026-03-23 03:08:00,1.33,1.33,1.33,1.33,0,0
M6B,2026-03-23 03:09:00,1.33,1.33,1.33,1.33,0,0
M6B,2026-03-23 03:10:00,1.3303,1.3303,1.33,1.33,2,0
M6B,2026-03-23 03:11:00,1.3299,1.3302,1.3299,1.3302,4,0
M6B,2026-03-23 03:12:00,1.3308,1.331,1.3308,1.331,8,0
M6B,2026-03-23 03:13:00,1.3305,1.3306,1.3305,1.3306,3,0
M6B,2026-03-23 03:14:00,1.3312,1.3313,1.331,1.331,19,0
M6B,2026-03-24 02:55:00,1.3425,1.3425,1.3425,1.3425,0,0
M6B,2026-03-24 02:56:00,1.3424,1.3424,1.3423,1.3423,12,0
M6B,2026-03-24 02:57:00,1.3423,1.3424,1.3422,1.3424,4,0
M6B,2026-03-24 02:58:00,1.3423,1.3424,1.3422,1.3424,0,0
M6B,2026-03-24 02:59:00,1.3427,1.3427,1.3426,1.3426,7,0
M6B,2026-03-24 03:00:00,1.3427,1.3427,1.3426,1.3427,8,1
M6B,2026-03-24 03:01:00,1.3426,1.3426,1.3421,1.3421,4,1
M6B,2026-03-24 03:02:00,1.3418,1.3419,1.3417,1.3419,8,1
M6B,2026-03-24 03:03:00,1.3417,1.3417,1.3415,1.3415,4,1
M6B,2026-03-24 03:04:00,1.342,1.342,1.342,1.342,1,1
M6B,2026-03-24 03:05:00,1.3421,1.3421,1.3416,1.3416,26,0
M6B,2026-03-24 03:06:00,1.3421,1.3421,1.3421,1.3421,3,0
M6B,2026-03-24 03:07:00,1.3421,1.3421,1.3421,1.3421,0,0
M6B,2026-03-24 03:08:00,1.3415,1.3415,1.3415,1.3415,2,0
M6B,2026-03-24 03:09:00,1.3412,1.3412,1.3412,1.3412,2,0
M6B,2026-03-24 03:10:00,1.3415,1.3415,1.3415,1.3415,4,0
M6B,2026-03-24 03:11:00,1.3415,1.3415,1.3415,1.3415,0,0
M6B,2026-03-24 03:12:00,1.3415,1.3415,1.3415,1.3415,4,0
M6B,2026-03-24 03:13:00,1.3416,1.3416,1.3415,1.3415,10,0
M6B,2026-03-24 03:14:00,1.3414,1.3414,1.3412,1.3414,11,0
M6B,2026-03-25 02:55:00,1.3387,1.3389,1.3387,1.3389,8,0
M6B,2026-03-25 02:56:00,1.339,1.3393,1.339,1.3391,13,0
M6B,2026-03-25 02:57:00,1.3392,1.3393,1.3392,1.3393,5,0
M6B,2026-03-25 02:58:00,1.3388,1.3388,1.3384,1.3384,13,0
M6B,2026-03-25 02:59:00,1.3385,1.3385,1.3385,1.3385,4,0
M6B,2026-03-25 03:00:00,1.3388,1.3388,1.3388,1.3388,4,1
M6B,2026-03-25 03:01:00,1.3387,1.3387,1.3386,1.3386,10,1
M6B,2026-03-25 03:02:00,1.3388,1.3388,1.3388,1.3388,3,1
M6B,2026-03-25 03:03:00,1.3388,1.3388,1.3388,1.3388,0,1
M6B,2026-03-25 03:04:00,1.3395,1.3396,1.3395,1.3396,3,1
M6B,2026-03-25 03:05:00,1.3391,1.3392,1.3391,1.3392,3,0
M6B,2026-03-25 03:06:00,1.3394,1.3398,1.3394,1.3396,33,0
M6B,2026-03-25 03:07:00,1.3397,1.3401,1.3397,1.3401,4,0
M6B,2026-03-25 03:08:00,1.3403,1.3403,1.3403,1.3403,3,0
M6B,2026-03-25 03:09:00,1.3403,1.3403,1.3403,1.3403,0,0
M6B,2026-03-25 03:10:00,1.3404,1.3404,1.3404,1.3404,1,0
M6B,2026-03-25 03:11:00,1.3406,1.3409,1.3406,1.3408,7,0
M6B,2026-03-25 03:12:00,1.3409,1.3409,1.3409,1.3409,2,0
M6B,2026-03-25 03:13:00,1.3409,1.3409,1.3409,1.3409,0,0
M6B,2026-03-25 03:14:00,1.3409,1.3409,1.3409,1.3409,0,0
M6B,2026-03-26 02:55:00,1.3352,1.3352,1.3352,1.3352,2,0
M6B,2026-03-26 02:56:00,1.3352,1.3352,1.3352,1.3352,0,0
M6B,2026-03-26 02:57:00,1.3352,1.3352,1.3352,1.3352,0,0
M6B,2026-03-26 02:58:00,1.3348,1.3348,1.3348,1.3348,1,0
M6B,2026-03-26 02:59:00,1.3348,1.3348,1.3348,1.3348,0,0
M6B,2026-03-26 03:00:00,1.3345,1.3345,1.3343,1.3343,2,1
M6B,2026-03-26 03:01:00,1.3342,1.3342,1.3342,1.3342,3,1
M6B,2026-03-26 03:02:00,1.3342,1.3342,1.3336,1.3336,17,1
M6B,2026-03-26 03:03:00,1.3342,1.3342,1.3336,1.3336,0,1
M6B,2026-03-26 03:04:00,1.3338,1.3338,1.3336,1.3336,6,1
M6B,2026-03-26 03:05:00,1.3335,1.3335,1.3335,1.3335,3,0
M6B,2026-03-26 03:06:00,1.3335,1.3335,1.3335,1.3335,0,0
M6B,2026-03-26 03:07:00,1.3336,1.3336,1.3336,1.3336,1,0
M6B,2026-03-26 03:08:00,1.3336,1.3336,1.3336,1.3336,0,0
M6B,2026-03-26 03:09:00,1.3338,1.3338,1.3338,1.3338,2,0
M6B,2026-03-26 03:10:00,1.3338,1.3338,1.3338,1.3338,0,0
M6B,2026-03-26 03:11:00,1.3338,1.3338,1.3338,1.3338,0,0
M6B,2026-03-26 03:12:00,1.3338,1.3338,1.3338,1.3338,0,0
M6B,2026-03-26 03:13:00,1.3339,1.3339,1.3339,1.3339,4,0
M6B,2026-03-26 03:14:00,1.3339,1.3339,1.3339,1.3339,0,0
M6B,2026-03-27 02:55:00,1.3313,1.3313,1.3313,1.3313,0,0
M6B,2026-03-27 02:56:00,1.3313,1.3313,1.3313,1.3313,0,0
M6B,2026-03-27 02:57:00,1.3313,1.3313,1.3313,1.3313,0,0
M6B,2026-03-27 02:58:00,1.3309,1.3309,1.3309,1.3309,2,0
M6B,2026-03-27 02:59:00,1.3309,1.3309,1.3309,1.3309,1,0
M6B,2026-03-27 03:00:00,1.3308,1.3308,1.3308,1.3308,2,1
M6B,2026-03-27 03:01:00,1.331,1.3315,1.331,1.3315,13,1
M6B,2026-03-27 03:02:00,1.3315,1.3315,1.3311,1.3311,7,1
M6B,2026-03-27 03:03:00,1.3315,1.3315,1.3311,1.3311,0,1
M6B,2026-03-27 03:04:00,1.3315,1.3315,1.3311,1.3311,0,1
M6B,2026-03-27 03:05:00,1.3308,1.3309,1.3307,1.3309,8,0
M6B,2026-03-27 03:06:00,1.331,1.331,1.331,1.331,1,0
M6B,2026-03-27 03:07:00,1.3309,1.3309,1.3309,1.3309,1,0
M6B,2026-03-27 03:08:00,1.3309,1.3309,1.3309,1.3309,0,0
M6B,2026-03-27 03:09:00,1.3309,1.3309,1.3309,1.3309,0,0
M6B,2026-03-27 03:10:00,1.3309,1.3309,1.3309,1.3309,0,0
M6B,2026-03-27 03:11:00,1.3309,1.3309,1.3309,1.3309,0,0
M6B,2026-03-27 03:12:00,1.3309,1.3309,1.3309,1.3309,0,0
M6B,2026-03-27 03:13:00,1.3309,1.3309,1.3309,1.3309,0,0
M6B,2026-03-27 03:14:00,1.3309,1.3309,1.3309,1.3309,0,0
M6B,2026-03-30 02:55:00,1.3247,1.3247,1.3247,1.3247,2,0
M6B,2026-03-30 02:56:00,1.3247,1.3247,1.3247,1.3247,0,0
M6B,2026-03-30 02:57:00,1.3247,1.3247,1.3247,1.3247,0,0
M6B,2026-03-30 02:58:00,1.3243,1.3243,1.3243,1.3243,2,0
M6B,2026-03-30 02:59:00,1.3243,1.3243,1.3243,1.3243,2,0
M6B,2026-03-30 03:00:00,1.3242,1.3242,1.3242,1.3242,3,1
M6B,2026-03-30 03:01:00,1.3242,1.3242,1.3242,1.3242,0,1
M6B,2026-03-30 03:02:00,1.3241,1.3242,1.3238,1.3238,9,1
M6B,2026-03-30 03:03:00,1.3241,1.3242,1.3238,1.3238,0,1
M6B,2026-03-30 03:04:00,1.3242,1.3244,1.3242,1.3244,17,1
M6B,2026-03-30 03:05:00,1.3243,1.3243,1.3243,1.3243,1,0
M6B,2026-03-30 03:06:00,1.3242,1.3242,1.3242,1.3242,1,0
M6B,2026-03-30 03:07:00,1.3242,1.3242,1.3242,1.3242,0,0
M6B,2026-03-30 03:08:00,1.3239,1.3239,1.3239,1.3239,3,0
M6B,2026-03-30 03:09:00,1.3239,1.3239,1.3239,1.3239,0,0
M6B,2026-03-30 03:10:00,1.3239,1.3239,1.3239,1.3239,0,0
M6B,2026-03-30 03:11:00,1.3239,1.3239,1.3239,1.3239,0,0
M6B,2026-03-30 03:12:00,1.3238,1.3243,1.3238,1.3242,48,0
M6B,2026-03-30 03:13:00,1.3238,1.3239,1.3237,1.3239,8,0
M6B,2026-03-30 03:14:00,1.3238,1.3239,1.3237,1.3239,0,0
M6E,2026-02-25 02:55:00,1.187343,1.187343,1.187343,1.187343,4,0
M6E,2026-02-25 02:56:00,1.187242,1.187242,1.187242,1.187242,1,0
M6E,2026-02-25 02:57:00,1.187343,1.187343,1.187343,1.187343,6,0
M6E,2026-02-25 02:58:00,1.187343,1.187443,1.187343,1.187443,40,0
M6E,2026-02-25 02:59:00,1.187343,1.187343,1.187141,1.187141,24,0
M6E,2026-02-25 03:00:00,1.187141,1.187141,1.187041,1.187041,43,1
M6E,2026-02-25 03:01:00,1.187141,1.187242,1.187141,1.187141,18,1
M6E,2026-02-25 03:02:00,1.187141,1.187141,1.187141,1.187141,3,1
M6E,2026-02-25 03:03:00,1.187242,1.187242,1.187141,1.187141,14,1
M6E,2026-02-25 03:04:00,1.187141,1.187242,1.187141,1.187141,3,1
M6E,2026-02-25 03:05:00,1.187141,1.187141,1.187141,1.187141,13,0
M6E,2026-02-25 03:06:00,1.187041,1.187041,1.187041,1.187041,2,0
M6E,2026-02-25 03:07:00,1.187141,1.187242,1.187141,1.187242,8,0
M6E,2026-02-25 03:08:00,1.187141,1.187242,1.187141,1.187242,0,0
M6E,2026-02-25 03:09:00,1.187343,1.187343,1.187343,1.187343,1,0
M6E,2026-02-25 03:10:00,1.187242,1.187242,1.187242,1.187242,2,0
M6E,2026-02-25 03:11:00,1.187343,1.187443,1.187242,1.187242,7,0
M6E,2026-02-25 03:12:00,1.187242,1.187242,1.187242,1.187242,1,0
M6E,2026-02-25 03:13:00,1.187242,1.187242,1.187141,1.187141,7,0
M6E,2026-02-25 03:14:00,1.187141,1.187141,1.187141,1.187141,21,0
M6E,2026-02-26 02:55:00,1.188449,1.188449,1.188449,1.188449,3,0
M6E,2026-02-26 02:56:00,1.18855,1.18855,1.18855,1.18855,1,0
M6E,2026-02-26 02:57:00,1.18855,1.18855,1.18855,1.18855,20,0
M6E,2026-02-26 02:58:00,1.18855,1.18855,1.18855,1.18855,4,0
M6E,2026-02-26 02:59:00,1.188449,1.188449,1.188449,1.188449,10,0
M6E,2026-02-26 03:00:00,1.188349,1.188651,1.188349,1.188651,23,1
M6E,2026-02-26 03:01:00,1.188651,1.188651,1.188449,1.188449,16,1
M6E,2026-02-26 03:02:00,1.18855,1.18855,1.188349,1.188349,12,1
M6E,2026-02-26 03:03:00,1.188449,1.188449,1.188349,1.188349,13,1
M6E,2026-02-26 03:04:00,1.188349,1.188349,1.188148,1.188248,27,1
M6E,2026-02-26 03:05:00,1.188248,1.188349,1.188148,1.188148,81,0
M6E,2026-02-26 03:06:00,1.188148,1.188349,1.188148,1.188349,30,0
M6E,2026-02-26 03:07:00,1.188248,1.188248,1.188248,1.188248,3,0
M6E,2026-02-26 03:08:00,1.188248,1.188248,1.188148,1.188248,12,0
M6E,2026-02-26 03:09:00,1.188248,1.188248,1.188248,1.188248,4,0
M6E,2026-02-26 03:10:00,1.188148,1.188148,1.188047,1.188047,5,0
M6E,2026-02-26 03:11:00,1.188248,1.188248,1.188248,1.188248,2,0
M6E,2026-02-26 03:12:00,1.188248,1.188248,1.188248,1.188248,1,0
M6E,2026-02-26 03:13:00,1.188248,1.188248,1.188148,1.188148,55,0
M6E,2026-02-26 03:14:00,1.188248,1.188248,1.188047,1.188148,10,0
M6E,2026-02-27 02:55:00,1.189053,1.189154,1.189053,1.189154,5,0
M6E,2026-02-27 02:56:00,1.189154,1.189154,1.189053,1.189154,13,0
M6E,2026-02-27 02:57:00,1.189053,1.189053,1.188952,1.189053,33,0
M6E,2026-02-27 02:58:00,1.188952,1.188952,1.188852,1.188852,34,0
M6E,2026-02-27 02:59:00,1.188852,1.189053,1.188852,1.189053,15,0
M6E,2026-02-27 03:00:00,1.188952,1.188952,1.188651,1.188952,254,1
M6E,2026-02-27 03:01:00,1.188952,1.189154,1.188952,1.189154,41,1
M6E,2026-02-27 03:02:00,1.189154,1.189154,1.189154,1.189154,1,1
M6E,2026-02-27 03:03:00,1.188952,1.188952,1.188751,1.188751,3,1
M6E,2026-02-27 03:04:00,1.188751,1.188751,1.188751,1.188751,2,1
M6E,2026-02-27 03:05:00,1.188751,1.188751,1.188651,1.188651,12,0
M6E,2026-02-27 03:06:00,1.188751,1.188751,1.188651,1.188651,21,0
M6E,2026-02-27 03:07:00,1.188751,1.188751,1.188651,1.188651,15,0
M6E,2026-02-27 03:08:00,1.188651,1.188651,1.188449,1.188449,62,0
M6E,2026-02-27 03:09:00,1.18855,1.188651,1.18855,1.188651,14,0
M6E,2026-02-27 03:10:00,1.18855,1.18855,1.18855,1.18855,6,0
M6E,2026-02-27 03:11:00,1.18855,1.18855,1.188449,1.18855,3,0
M6E,2026-02-27 03:12:00,1.188651,1.188751,1.188651,1.188751,2,0
M6E,2026-02-27 03:13:00,1.188751,1.188751,1.18855,1.18855,3,0
M6E,2026-02-27 03:14:00,1.188449,1.188449,1.188349,1.188349,7,0
M6E,2026-03-02 02:55:00,1.1802,1.1802,1.179999,1.180099,46,0
M6E,2026-03-02 02:56:00,1.180099,1.1802,1.180099,1.1802,50,0
M6E,2026-03-02 02:57:00,1.180099,1.1802,1.180099,1.1802,17,0
M6E,2026-03-02 02:58:00,1.1802,1.1802,1.179999,1.180099,58,0
M6E,2026-03-02 02:59:00,1.180099,1.1802,1.180099,1.180099,10,0
M6E,2026-03-02 03:00:00,1.180099,1.180099,1.179898,1.180099,56,1
M6E,2026-03-02 03:01:00,1.1802,1.1802,1.179999,1.1802,33,1
M6E,2026-03-02 03:02:00,1.1803,1.180401,1.180099,1.1803,85,1
M6E,2026-03-02 03:03:00,1.180401,1.180904,1.180401,1.180803,86,1
M6E,2026-03-02 03:04:00,1.180904,1.181105,1.180904,1.181005,70,1
M6E,2026-03-02 03:05:00,1.181005,1.181608,1.180904,1.181608,196,0
M6E,2026-03-02 03:06:00,1.181608,1.181608,1.181306,1.181608,63,0
M6E,2026-03-02 03:07:00,1.181608,1.181608,1.181407,1.181407,73,0
M6E,2026-03-02 03:08:00,1.181407,1.181407,1.181407,1.181407,19,0
M6E,2026-03-02 03:09:00,1.181407,1.181508,1.181306,1.181306,13,0
M6E,2026-03-02 03:10:00,1.181407,1.181608,1.181407,1.181608,43,0
M6E,2026-03-02 03:11:00,1.181508,1.181508,1.181306,1.181407,23,0
M6E,2026-03-02 03:12:00,1.181407,1.181809,1.181407,1.181809,122,0
M6E,2026-03-02 03:13:00,1.181709,1.181809,1.181608,1.181809,46,0
M6E,2026-03-02 03:14:00,1.181809,1.181809,1.181809,1.181809,4,0
M6E,2026-03-03 02:55:00,1.170139,1.17024,1.170039,1.170039,23,0
M6E,2026-03-03 02:56:00,1.170039,1.170039,1.169837,1.169938,17,0
M6E,2026-03-03 02:57:00,1.170039,1.170039,1.169938,1.170039,13,0
M6E,2026-03-03 02:58:00,1.170139,1.170139,1.169938,1.169938,28,0
M6E,2026-03-03 02:59:00,1.169837,1.170139,1.169837,1.170039,17,0
M6E,2026-03-03 03:00:00,1.170139,1.17024,1.170039,1.170139,103,1
M6E,2026-03-03 03:01:00,1.170139,1.17034,1.170139,1.17024,65,1
M6E,2026-03-03 03:02:00,1.17024,1.17024,1.170039,1.170039,25,1
M6E,2026-03-03 03:03:00,1.170139,1.170642,1.170139,1.170642,47,1
M6E,2026-03-03 03:04:00,1.170642,1.170642,1.17024,1.17024,58,1
M6E,2026-03-03 03:05:00,1.170139,1.17024,1.169737,1.169837,66,0
M6E,2026-03-03 03:06:00,1.170039,1.170441,1.170039,1.170441,32,0
M6E,2026-03-03 03:07:00,1.170441,1.170441,1.170139,1.170139,42,0
M6E,2026-03-03 03:08:00,1.170039,1.170139,1.170039,1.170139,21,0
M6E,2026-03-03 03:09:00,1.17034,1.170642,1.17034,1.170542,65,0
M6E,2026-03-03 03:10:00,1.170441,1.170542,1.170139,1.17034,33,0
M6E,2026-03-03 03:11:00,1.170542,1.170542,1.170542,1.170542,29,0
M6E,2026-03-03 03:12:00,1.170542,1.170542,1.170139,1.170139,72,0
M6E,2026-03-03 03:13:00,1.17024,1.17024,1.170139,1.17024,32,0
M6E,2026-03-03 03:14:00,1.17024,1.170642,1.17024,1.170642,67,0
M6E,2026-03-04 02:55:00,1.167926,1.168026,1.167523,1.167523,121,0
M6E,2026-03-04 02:56:00,1.167423,1.167523,1.167121,1.167523,72,0
M6E,2026-03-04 02:57:00,1.167523,1.167725,1.167523,1.167725,36,0
M6E,2026-03-04 02:58:00,1.167624,1.167624,1.167624,1.167624,29,0
M6E,2026-03-04 02:59:00,1.167624,1.167624,1.167624,1.167624,10,0
M6E,2026-03-04 03:00:00,1.167624,1.167624,1.167322,1.167322,37,1
M6E,2026-03-04 03:01:00,1.167423,1.167423,1.167322,1.167423,10,1
M6E,2026-03-04 03:02:00,1.167322,1.167322,1.16702,1.16702,69,1
M6E,2026-03-04 03:03:00,1.167222,1.167322,1.167222,1.167322,28,1
M6E,2026-03-04 03:04:00,1.167322,1.167322,1.167322,1.167322,10,1
M6E,2026-03-04 03:05:00,1.167322,1.167322,1.167222,1.167222,8,0
M6E,2026-03-04 03:06:00,1.167322,1.167423,1.167322,1.167322,18,0
M6E,2026-03-04 03:07:00,1.167423,1.167423,1.167322,1.167322,21,0
M6E,2026-03-04 03:08:00,1.167423,1.167523,1.167423,1.167523,12,0
M6E,2026-03-04 03:09:00,1.167523,1.167523,1.167423,1.167423,6,0
M6E,2026-03-04 03:10:00,1.167624,1.167624,1.167624,1.167624,2,0
M6E,2026-03-04 03:11:00,1.167725,1.168228,1.167624,1.168228,46,0
M6E,2026-03-04 03:12:00,1.168127,1.168228,1.168127,1.168127,19,0
M6E,2026-03-04 03:13:00,1.168228,1.16853,1.168228,1.16853,39,0
M6E,2026-03-04 03:14:00,1.16853,1.16853,1.168228,1.168328,33,0
M6E,2026-03-05 02:55:00,1.167121,1.167423,1.167121,1.167222,31,0
M6E,2026-03-05 02:56:00,1.167423,1.167523,1.167423,1.167423,56,0
M6E,2026-03-05 02:57:00,1.167322,1.167322,1.167222,1.167222,16,0
M6E,2026-03-05 02:58:00,1.167322,1.167322,1.167322,1.167322,19,0
M6E,2026-03-05 02:59:00,1.167423,1.167523,1.167423,1.167423,46,0
M6E,2026-03-05 03:00:00,1.167322,1.167423,1.167322,1.167423,13,1
M6E,2026-03-05 03:01:00,1.167423,1.167523,1.167322,1.167322,30,1
M6E,2026-03-05 03:02:00,1.167423,1.167523,1.167121,1.167322,25,1
M6E,2026-03-05 03:03:00,1.167322,1.168026,1.167322,1.167926,78,1
M6E,2026-03-05 03:04:00,1.167926,1.168328,1.167926,1.168228,62,1
M6E,2026-03-05 03:05:00,1.168228,1.168932,1.168228,1.168932,261,0
M6E,2026-03-05 03:06:00,1.168932,1.171346,1.168932,1.17034,1383,0
M6E,2026-03-05 03:07:00,1.17024,1.171447,1.17024,1.171346,175,0
M6E,2026-03-05 03:08:00,1.171548,1.172051,1.171346,1.171749,371,0
M6E,2026-03-05 03:09:00,1.171849,1.171849,1.170642,1.170944,298,0
M6E,2026-03-05 03:10:00,1.170944,1.171045,1.170441,1.170944,228,0
M6E,2026-03-05 03:11:00,1.170944,1.171246,1.170542,1.170642,263,0
M6E,2026-03-05 03:12:00,1.170843,1.170843,1.170139,1.17034,134,0
M6E,2026-03-05 03:13:00,1.170441,1.170944,1.170441,1.170843,145,0
M6E,2026-03-05 03:14:00,1.170944,1.171648,1.170944,1.171648,157,0
M6E,2026-03-06 02:55:00,1.168228,1.168228,1.167825,1.167825,21,0
M6E,2026-03-06 02:56:00,1.167825,1.167825,1.167725,1.167725,12,0
M6E,2026-03-06 02:57:00,1.167725,1.167825,1.167624,1.167825,25,0
M6E,2026-03-06 02:58:00,1.167825,1.167825,1.167825,1.167825,8,0
M6E,2026-03-06 02:59:00,1.167825,1.167825,1.167725,1.167825,30,0
M6E,2026-03-06 03:00:00,1.167725,1.167725,1.167624,1.167725,11,1
M6E,2026-03-06 03:01:00,1.167725,1.167725,1.167624,1.167624,9,1
M6E,2026-03-06 03:02:00,1.167523,1.167624,1.167322,1.167322,563,1
M6E,2026-03-06 03:03:00,1.167322,1.167423,1.167121,1.167222,54,1
M6E,2026-03-06 03:04:00,1.167121,1.167222,1.16692,1.16702,62,1
M6E,2026-03-06 03:05:00,1.16702,1.167222,1.16702,1.167222,39,0
M6E,2026-03-06 03:06:00,1.167222,1.167423,1.167222,1.167322,28,0
