"asset_id","trade_date","open","high","low","close","volume","ts"
"MGC","2025-10-30",4004.91916,4065.47934,3997.77668,4062.964382,239764,"2026-04-01T16:16:09.749132Z"
"MGC","2025-10-31",4062.561989,4065.278143,4006.327536,4037.311814,262084,"2026-04-01T16:16:09.750304Z"
"MGC","2025-11-03",4045.86267,4067.591904,4030.169335,4037.412413,192713,"2026-04-01T16:16:09.751382Z"
"MGC","2025-11-04",3984.598302,4010.049673,3960.454709,3964.780436,210237,"2026-04-01T16:16:09.753216Z"
"MGC","2025-11-05",4017.192153,4024.636428,3997.072492,4014.274802,132248,"2026-04-01T16:16:09.754599Z"
"MGC","2025-11-06",4024.234035,4035.501045,3996.971894,4008.540699,173517,"2026-04-01T16:16:09.755623Z"
"MGC","2025-11-07",4031.778908,4059.946433,4014.97899,4031.678309,180174,"2026-04-01T16:16:09.756939Z"
"MGC","2025-11-10",4118.595246,4148.875336,4106.925842,4147.668156,160228,"2026-04-01T16:16:09.757808Z"
"MGC","2025-11-11",4160.947132,4165.675253,4127.347298,4157.828585,170679,"2026-04-01T16:16:09.759276Z"
"MGC","2025-11-12",4162.757902,4243.739538,4155.414226,4226.637826,237703,"2026-04-01T16:16:09.760408Z"
"MGC","2025-11-13",4240.822187,4249.473642,4173.220126,4199.476284,247994,"2026-04-01T16:16:09.762271Z"
"MGC","2025-11-14",4078.355923,4137.91012,4056.224296,4108.636013,238535,"2026-04-01T16:16:09.763390Z"
"MGC","2025-11-17",4091.836096,4108.133022,4030.672326,4069.704469,189245,"2026-04-01T16:16:09.766059Z"
"MGC","2025-11-18",4099.280371,4108.133022,4064.171562,4091.936695,165838,"2026-04-01T16:16:09.767693Z"
"MGC","2025-11-19",4132.377214,4159.035765,4079.864898,4102.499517,212972,"2026-04-01T16:16:09.768739Z"
